Name	Set	ImageFile	Type	Clan	Group	Capacity	Discipline	PoolCost	BloodCost	Text	Rarity
Rabble Razing	Third	rabblerazing	Political Action							Successful referendum means all vampires with capacity below 4 burn 1 blood.	SW:C/PV, Third:C
Rack, The	V5A	rackthe	Master							Unique location. As this card is played or its controller changes, its controller chooses a ready vampire they control. During this card's controller's unlock phase, the chosen vampire can gain 2 blood. A vampire controlled by another Methuselah can steal this location as a (D) action.	Jyhad:U, VTES:U, CE:U, Third:U, KoT:U/PT, SP:DoF1, V5A:PG1
Rafastio Ghoul	Third	rafastioghoul	Ally					3		Ghoul with 2 life. 1 bleed, 1 strength. Rafastio Ghoul can play cards requiring basic Blood Sorcery [tha] as a vampire with a capacity of 3.	FN:C, Third:C
Raking Talons	HttB	rakingtalons	Combat	Gargoyle						Only usable before range is determined. For the remainder of combat, damage from this Gargoyle's hand strikes is aggravated. A vampire may play only one Raking Talons each combat.	LoB:C, HttB:PGar3
Rampage	HttB	rampage	Action				pot			[pot] (D) Burn any location. If you control the location, this is a +1 stealth action.	Jyhad:U2, VTES:U, CE:U/PB, HttB:PSam
Random Patterns	BH	randompatterns	Action Modifier/Reaction				aus & dem			[aus][dem] +1 intercept. [AUS][DEM] Only usable when a minion is attempting to block this acting vampire. The blocking minion gets -1 intercept.	BH:C/PM
Rant!	Anarchs	rant	Action Modifier							Requires a ready anarch. Only usable during a referendum before any votes and ballots are cast. During this referendum, each ready anarch may burn 1 blood to gain 1 additional vote. If the referendum fails, this acting vampire takes 2 unpreventable damage.	Anarchs:C/PAB3
Rapid Change	25th	rapidchange	Action Modifier/Combat				pro		1	[pro] [ACTION MODIFIER] +1 stealth. [PRO] [COMBAT] Strike: combat ends.	Sabbat:C, SW:C, Third:C, 25th:2
Rapid Healing	LoB	rapidhealing	Action				for			+1 stealth action. Only usable by a vampire in torpor. [for] The acting vampire leaves torpor. If the vampire is blocked, there is no combat. If the blocking minion is a vampire who can commit diablerie, that vampire may diablerize the acting vampire. [FOR] As above, and the acting vampire gains 1 blood from the blood bank.	Jyhad:C, VTES:C, SW:PV, FN:PR, CE:C, Anarchs:PAG, LoB:PA
Rapid Thought	Tenth	rapidthought	Combat				cel			[cel] Maneuver or press. [CEL] Only usable during the choose-strike step, and only if this vampire would choose his or her strike first. Instead, the opposing minion chooses his or her strike first.	Sabbat:U, Tenth:B
Raptor	Third	raptor	Retainer				ani		2	Animal with 1 life. [ani] The minion with this retainer gets +1 intercept. [ANI] As above, and when the minion with this retainer is in combat, the opposing minion's controller gets -1 hand size.	Sabbat:U, CE:U, Third:U
Rastacourere	Tenth	rastacourere	Action					1		+1 stealth action. (D) Put this card on a titled vampire. The vampire's title is worth 1 less vote during referendums, and he or she gets -1 stealth when attempting political actions. This vampire's capacity is reduced by 1. (A vampire's capacity cannot go below 1.) A vampire may have only one Rastacourere.	Tenth:A/B
Rat's Warning	NB	ratswarning	Reaction				ani			Only usable by a locked vampire during a bleed action against you. [ani] Unlock this vampire. [ANI] As above, with 1 optional press during the resulting combat if this vampire blocks.	Jyhad:C, VTES:C, SW:PT, FN:PR3, CE:C, Anarchs:PG2, LoB:PA2, NB:PN2
Ravager	HttB	ravager	Master	Kiasyd						Master. Put this card on a Kiasyd. Non-changelings cannot block this Kiasyd's undirected hunt actions.	HttB:C
Rave	Third	rave	Action							+1 stealth action. Move as much blood (or life) andor equipment from the acting minion to any ready vampires you control.	SW:C/PB, Third:C
Raven Spy	NB	ravenspy	Retainer				ani		1	Animal with 1 life. [ani] The employer gets +1 intercept. [ANI] As above, but Raven Spy has 2 life.	Jyhad:U, VTES:U, CE:U/PN, Anarchs:PG2, BH:PN3, KMW:PG, Third:PTz3/SKTz2, LotN:PR3, KoT:U, SP:DoF2, FB:PN2, V5:PN2, V5A:PG2, NB:PN2
Ravnos Acceptance	Tenth	ravnosacceptance	Political Action							Successful referendum means this card is put in play and each Ravnos can choose to become Camarilla. As any Ravnos enters play, they can choose to become Camarilla.	DS:U2, Tenth:A, POD:DTC
Ravnos Cache	FN	ravnoscache	Master	Ravnos						Unique location. During your master phase, you can move 1 counter from your pool to this card and add 1 counter (from the blood bank). A minion you control can lock this card to use these counters to pay some or all of the blood or pool cost of an equipment they equip.	DS:U, FN:PR, POD:DTC
Ravnos Carnival	LotN	ravnoscarnival	Master	Ravnos				1		Unique location. This card comes into play with 1 counter for each Ravnos you control. Ravnos you control can use these counters to pay some or all of the blood cost of action cards they play. Burn this card if it has no counters.	AH:R2, FN:PR, LotN:PR, POD:DTC
Raw Recruit	HttB	rawrecruit	Action	Gargoyle						+1 stealth action. Requires a slave. (D) Put this card in play and move a vampire in torpor to this card, face up and out of play. A vampire you control to whom this Gargoyle is enslaved can remove that vampire from the game as a +1 stealth action to turn this card into a Gargoyle with the same capacity, Fortitude [for], Potence [pot], Visceratika [vis] and flight [FLIGHT], enslaved to the acting vampire's clan and of the same sect as this Gargoyle.	HttB:R/A2
Rayzeel's Song	LoB	rayzeelssong	Action				val/ani			[ani] This vampire burns 1 blood to unlock an ally. [val] (D) Bleed with +1 bleed. [VAL] +1 stealth action. Add 1 life from the blood bank to an ally that has fewer life than his or her starting amount.	BL:C2, LoB:C
Razor Bat	HttB	razorbat	Retainer	Gargoyle				2		Gargoyle creature with 2 life. The Gargoyle with this retainer gets +1 intercept. When the Gargoyle with this retainer is in combat, the opposing minion takes 1R damage during the initial strike resolution phase of each round, at long or close range.	BL:C1, LoB:C, HttB:PGar3
React with Conviction	NoR	reactwithconviction	Conviction							When an effect that would change control of this imbued is played or announced, you may burn this card to cancel that effect. Burn this card to cancel either a (D) action against this imbued that requires Chimerstry [chi], Dementation [dem], Dominate [dom], Presence [pre], or Serpentis [ser] or a strike card that requires any of those Disciplines played by a minion opposing this imbued as it is announced. No cost is paid.	NoR:C
Read Intentions	KoT	readintentions	Combat				aus			[aus] Press, only usable to end combat. [AUS] Strike: dodge.	Jyhad:C, VTES:C, CE:C/PM2, Third:PM3, KoT:C
Read the Winds	SP	readthewinds	Reaction				ani & aus		1	Do not replace until after this action. [ani][aus] +1 intercept. This vampire does not lock for the block. [ANI][AUS] Only usable by a locked vampire. This vampire unlocks and attempts to block with +1 intercept, even if intercept is not yet needed.	BL:U2, Third:U, SP:DoF4
Reality	FN	reality	Action				chi		3	[chi] (D) Put this card on a younger vampire. This vampire cannot be the target of directed actions, cannot perform actions except to burn this card, cannot block and cannot cast votes or ballots. This vampire can burn this card as a +1 stealth action. [CHI] (D) Move a locked younger vampire to the uncontrolled region (breaking any temporary control effects); any cards and counters on the target vampire stay with them but are out of play as long as the target vampire remains uncontrolled.	FN:C2, POD:DTC
Reality Mirror	Third	realitymirror	Combat	Malkavian antitribu						Choose a combat card in the opposing minion's controller's ash heap and use the ability of that card as if that card had been played from your hand (pay cost as normal). If the card requires a Discipline this vampire does not have, you can only use the basic ability of that card. Only one Reality Mirror can be played during a game.	SW:R, Third:R
Realm of the Black Sun, The	FN	realmoftheblacksunthe	Master	Ministry						Unique. Put this card in play. If your prey gains 1 or more pool during their master phase, you can gain 1 pool. Any minion can burn this card as a (D) action; titled vampires get -1 stealth during that action.	AH:R2, FN:PS, POD:DTC
Reanimated Corpse	HttB	reanimatedcorpse	Ally				thn		X	Zombie with 2 life. 2 strength, 2 bleed. [thn] Put X pathos counters on this corpse when it enters play. During your unlock phase, burn 1 pathos counter. Remove the corpse from the game if it has no pathos counters. The corpse can play combat cards that require basic Fortitude [for] as a vampire. [THN] As above, but put 2 additional pathos counters on the corpse.	LoB:C, HttB:PSam3
Rebel	V5	rebel	Master							Archetype. Trifle. Put this card on a vampire you control. Once each turn, if they block a titled vampire or a political action, this vampire gains 1 blood before block resolution. A vampire can have only one archetype.	Gehenna:C, V5:PN1
Rebirth	KMW	rebirth	Action Modifier							Requires a Red List minion. Only usable when a diablerie action is successful. No blood hunt may be called, and this vampire unlocks. A vampire can play only one Rebirth each turn.	KMW:R/PAn
Recalled to the Founder	Gehenna	recalledtothefounder	Event							Gehenna. Do not replace as long as this card is in play. Requires at least two other Gehenna cards in play. During each Methuselah's unlock phase, if he or she controls more than two vampires of the same clan, he or she burns one such vampire. If that vampire's capacity is above 5, this Methuselah becomes immune to the effects of this card for the remainder of the game.	Gehenna:R
Reckless Agitation	LotN	recklessagitation	Political Action						2	Requires an Independent or Anarch vampire with capacity 5 or more. Allocate 6 points among two or more other Methuselahs. Successful referendum means each Methuselah burns 1 pool for each point allocated.	LotN:C/PG3
Recruiting Party	Third	recruitingparty	Action	Ventrue antitribu						Each Ventrue antitribu in your uncontrolled region gains 1 blood from the blood bank.	Sabbat:R, SW:R, Third:R
Recruitment	Third	recruitment	Master					2		Master. Search your crypt for a vampire. Show it to all players and place it face down in your uncontrolled region. Shuffle afterward.	Sabbat:C, SW:PV, Third:PTr
Recruitment Exercise	DM	recruitmentexercise	Action							+1 stealth action. Requires a Black Hand vampire. Draw 1 card from your crypt and reveal it. Add 1 blood from the blood bank to it if it is a Black Hand vampire.	DM:C/4
Recure of the Homeland	Third	recureofthehomeland	Action	Tremere antitribu						+1 stealth action. Only usable by a vampire in torpor. Usable by a locked vampire. The acting vampire leaves torpor. If this action is blocked, there is no combat. If the blocking minion is a vampire who can commit diablerie, that vampire may diablerize the acting vampire.	BH:U/PTr, Third:U/PTr
Recurring Contemplation	LoB	recurringcontemplation	Action Modifier				tem/pre			Only usable when the action is announced. [pre] Choose an ally. He or she cannot block this action. Only one Recurring Contemplation may be played each turn. [tem] As [pre] above, but choose an ally or younger vampire. [TEM] As [tem] above, and burn 1 blood to lock the chosen minion.	LoB:C
Red Herring	FN	redherring	Action Modifier				chi		1	Only usable if this vampire is blocked, before block resolution. [chi] Unlock this vampire, and the action ends (unsuccessfully). If an action card was used to perform the action, return it to its owner's hand (discard down afterward). Vampires you control cannot perform the same action again this turn. [CHI] As above, and lock the blocking minion.	FN:C2/PR, POD:DTC
Red List	KMW	redlist	Action							Requires a ready, titled, non-Red List vampire. (D) Choose a ready ally or a ready younger vampire. The chosen minion becomes Red List. That minion may not attempt to block this action.	KMW:C/PAl
Red Question, The	AU	redquestionthe	Action Modifier						1	Requires a non-titled non-Anarch vampire. Put this card on this vampire. This vampire is considered Anarch. Burn this card if this vampire changes sect.	AU:C/2
Redcap Wilder	LoB	redcapwilder	Retainer				myt		2	Changeling with 2 life. [myt] Vampires with capacity less than 7 must burn a blood to attempt to block the minion with this retainer. [MYT] As above, but the cost to employ this retainer is reduced by 1 blood.	LoB:R
Redeem the Lost Soul	CE	redeemthelostsoul	Master							Master. Choose a vampire in your ash heap. Gain X pool, where X is half of the capacity of that vampire (round down). Remove that vampire from the game.	AH:R2, CE:R
Redirection	Third	redirection	Reaction				dom			[dom] Only usable when a younger vampire is bleeding you, after blocks are declined. Lock this reacting vampire. Choose another Methuselah other than the acting vampire's controller. That acting vampire is now bleeding that Methuselah. [DOM] As above, but the acting vampire can be the same age or older.	Sabbat:C, SW:C/PV, CE:PV3, Third:C/PTr4/SKTr3
Redistribution	LoB	redistribution	Action				san			+1 stealth action. [san] This acting vampire gains a blood. Then move any amount of blood and equipment among the Blood Brothers in this circle. [SAN] As above, and unlock this acting vampire.	LoB:C
Redline	Anarchs	redline	Master							Master: out-of-turn. Only usable when a blood hunt referendum passes and would burn a vampire controlled by another Methuselah. That vampire is not burned. Put this card on that vampire and take control of him or her. This vampire is independent. This vampire gets one optional press when in combat with a Camarilla vampire and can enter combat with any Camarilla vampire as a +1 stealth (D) action. Burn this card if the vampire changes sects.	Anarchs:R
Reform Body	SW	reformbody	Combat/Reaction				vic			[vic] Only usable by a vampire being burned; he or she is sent into torpor instead. Usable by a vampire in torpor. Usable by a locked vampire. [VIC] As above, and this vampire gains 2 blood from the blood bank.	Sabbat:R, SW:PT
Reformation	Gehenna	reformation	Action				chi/dom/ser			+1 stealth action. Requires an Anarch. [chi] (D) Steal an equipment from your predator or prey. [dom] (D) Burn 1 blood to steal a hunting ground. [ser] (D) Put 1 corruption counter on any vampire. If the number of your corruption counters on the vampire equals or exceeds their capacity, you can burn those counters to steal the target vampire.	Gehenna:C, POD:DTC
Regaining the Upper Hand	Sabbat	regainingtheupperhand	Political Action							Choose a Methuselah. Successful referendum means the chosen Methuselah gets the Edge.	Jyhad:C, VTES:C, Sabbat:C
Regarhagan's Hold	Anarchs	regarhaganshold	Master					2		Master: out-of-turn. Give this card to another Methuselah during his or her unlock phase and move a reaction card from that Methuselah's ash heap to this card. The chosen reaction card costs that Methuselah's vampires an additional blood. That Methuselah may move 1 pool to this card as a master phase action. Burn this card when it has 2 pool counters. A Methuselah can have only 1 Regarhagan's Hold.	Anarchs:R2
Regeneration	SW	regeneration	Action				for			+1 stealth action. Only usable by a vampire in torpor. [for] The acting vampire gains 4 blood from the blood bank. (Remove excess blood.) If this action is blocked, there is no combat; if the blocking minion is a vampire who can commit diablerie, that vampire may diablerize the acting vampire. [FOR] As above, but the acting vampire gains 5 blood from the blood bank.	Sabbat:C, SW:C
Regenerative Blood	LoB	regenerativeblood	Master	Samedi				1		Unique master. Put this card on a Samedi you control. The Samedi with this card can heal 2 non-aggravated damage for each blood counter he or she burns.	BL:R1, LoB:R
Regent	Third	regent	Master					1		Master. Title. Put this card on a Sabbat vampire you control with a capacity above 7 to represent the unique Sabbat title of regent. Any Sabbat vampire with a different controller can enter combat with this vampire as a (D) action. If a Sabbat vampire diablerizes this vampire, move this card to the diablerist (before the blood hunt is called).	SW:R, Third:R
Rego Motum	NB	regomotum	Combat				tha		1	A vampire can play only one Rego Motum each round. [tha] Prevent 2 damage from the opposing minion's strike. [THA] Prevent 4 damage from the opposing minion's strike.	KoT:C/B2, SP:PwN3, V5A:PBh2, NB:PTr2
Reindoctrination	LoB	reindoctrination	Action	Tremere/Tremere antitribu					2	+1 stealth action. Choose a younger Gargoyle. That Gargoyle loses any existing slave status and becomes a slave to this acting vampire's clan. Take control of the Gargoyle if another Methuselah controls him or her, move the Gargoyle to your ready region, and unlock him or her.	LoB:C
Reinforcements	Third	reinforcements	Political Action							Requires a titled vampire. Choose one or more Methuselahs. Successful referendum means each chosen Methuselah selects up to 3 library cards from his or her ash heap and shuffles them into his or her library. Remove this card from the game, even if the action is canceled or blocked or the referendum fails.	FN:R2, Third:PB
Reins of Power	25th	reinsofpower	Political Action							Only one Reins of Power can be played or called in a game. Successful referendum means each Methuselah can choose a ready vampire they control. Each Methuselah gains 6 pool, then burns pool equal to the capacity of their predator's chosen vampire.	Anarchs:C, KMW:PAn, Third:PTr, KoT:C/PV, SP:PoS1, 25th:1
Rejuvenate	NoR	rejuvenate	Power				def			During your unlock phase, if this imbued has fewer life than his or her starting amount, he or she gains 1 life. [ACTION] [1 CONVICTION] +1 stealth action. Add 1 blood to a vampire or 1 life to any other ally, not to exceed starting life.	NoR:C
Release of the Shackled Soul	DS	releaseoftheshackledsoul	Action				nec		1	[nec] (D) Burn an ally or retainer controlled by your prey. [NEC] As above, with +1 stealth.	DS:U2
Relentless Pursuit	KoT	relentlesspursuit	Combat				pot		1	[pot] Press. [POT] Press, and if another round of combat starts, you get +2 hand size for the remainder of combat.	FN:C, KoT:PB3
Relentless Reaper	LK	relentlessreaper	Combat				thn/for			[for] Prevent 1 damage. [thn] Press. [THN] Only usable if both combatants are still ready and combat would end. Instead, burn 1 blood to start a new round.	LK:4
Reliquary: Akunanse Remains	LoB	reliquaryakunanseremains	Equipment	Akunanse				1		Unique equipment. During your unlock phase, choose Abombwe [abo], Animalism [ani] or Fortitude [for]. Until your next unlock phase, the Akunanse with this equipment has an additional level of the chosen Discipline. The Akunanse with this equipment gets +1 bleed and gains 1 capacity: he or she is one generation older.	LoB:PA
Reliquary: Biague	LoB	reliquarybiague	Equipment							Equipment. During your unlock phase, if the bearer is a ready Laibon, you may look at the top card of any Methuselah's library. If the card does not require a Discipline, show it to all players, and this Laibon may burn a blood to allow you to look at that Methuselah's hand.	LoB:PI
Reliquary: Shango Remains	Promo	reliquaryshangoremains	Equipment	Banu Haqim						Choose an Banu Haqim in your ash heap or burn 1 pool to choose an Banu Haqim in your uncontrolled region. Remove the chosen Banu Haqim from the game or burn this equipment. Once each turn, except during combat, if the Banu Haqim bearer is ready, they can burn 1 blood to give you +2 hand size until the end of the turn.	Promo-20080203, POD:DTC
Reliquary: Trinket	EK	reliquarytrinket	Equipment					1		Equipment. If the bearer is a ready Laibon, you get +1 hand size. This Laibon may discard up to 3 cards from your hand as a +1 stealth action. A minion may have only one Reliquary: Trinket.	EK:C
Remnant of the Endless Storm	EK	remnantoftheendlessstorm	Ally					6		Unique werewolf with 5 life. 1 strength, 0 bleed. Requires a magaji. The Remnant gets +1 strength for each life it has. The Remnant may enter combat with any minion as a (D) action. If any effect does more than 2 damage to the Remnant, ignore the excess. If the Remnant has 4 or fewer life during your unlock phase, it gains 1 life from the blood bank.	EK:R
Remover	BH	remover	Master							Master. Put this card on a Black Hand vampire. This vampire can lock any card (including a minion) as a +1 stealth (D) action. A vampire can have only one Remover.	BH:C
Renegade Garou	KoT	renegadegarou	Ally	Gangrel				5		Werewolf with 3 life. 2 strength, 0 bleed. Renegade Garou gets an additional strike (limited) each round and an optional maneuver each combat. He may enter combat with a minion controlled by another Methuselah as a +1 stealth (D) action. If Renegade Garou has 2 or fewer life during your unlock phase, he gains 1 life from the blood bank.	Jyhad:R2, VTES:R, Anarchs:R2, KoT:R
Renewed Vigor	LoB	renewedvigor	Action				obe/for		1	+1 stealth action. [for] Put this card on this acting vampire. During your unlock phase, if this vampire is in torpor, you can burn this card to move him or her to your ready region. A vampire can have only one Renewed Vigor. [obe] Move a vampire in torpor to his controller's ready region, or restore an ally or retainer to his or her starting life (with life counters from the blood bank). [OBE] Choose any other vampire. That vampire gains enough blood from the blood bank to reach full capacity.	BL:C2, LoB:C
Repair the Undead Flesh	KoT	repairtheundeadflesh	Action				for			+3 stealth action. [for] Put this card on this vampire. In combat, this vampire may heal aggravated damage by burning 3 blood per point healed. Burn this card if this vampire goes to torpor. [FOR] As above, but burn only 2 blood per point.	KoT:U
Repo Man	Anarchs	repoman	Ally						1	Unique ghoul with 1 life. 0 strength, 0 bleed. If the action to recruit Repo Man is successful, unlock the acting minion at the end of the turn. Repo Man can retrieve the first vehicle you find in your library as a +2 stealth action. You then place the vehicle on any ready minion you control who meets the requirements of the card (pay cost to equip as normal). If none of your ready minions meet the requirements of the card, the card is burned without cost. Shuffle afterward.	Anarchs:R
Repulsion	LoB	repulsion	Action Modifier				obe/pre			[pre] Only usable when the acting vampire's action is announced. If this action is blocked, the acting vampire gets an optional maneuver, only usable to maneuver to long range, during the resulting combat. [obe] +1 stealth. [OBE] Put this card on this vampire. This vampire gets +1 stealth. Burn this card if this vampire goes to torpor. This vampire cannot have or play another Repulsion.	BL:C1, LoB:C
Research	HttB	research	Master							Master. Search your library for three cards (shuffle afterward) and place them face down in your research area. You may look at the cards in your research area at any time. A Methuselah may play only one Research in a game.	HttB:R
Resilience	Third	resilience	Combat				for			[for] Prevent 1 damage. [FOR] Prevent 3 non-aggravated damage.	Sabbat:U, SW:U/PV, FN:PR2, CE:PV3, Third:U
Resilient Mind	BH	resilientmind	Action				for			+1 stealth action. [for] Put this card on this vampire. As another minion plays an action or combat card requiring Dementation [dem], Dominate [dom], Obeah [obe] or Serpentis [ser], this vampire can burn 1 blood. If they do so, that card has no effect on them. [FOR] As above, and unlock this vampire at the end of this action.	BH:R, POD:DTC
Resist Earth's Grasp	NB	resistearthsgrasp	Action Modifier/Combat				cel		1	[cel] [COMBAT] Press, or maneuver with 1 optional press. [CEL] [ACTION MODIFIER] +1 stealth.	LotN:C/PA2, KoT:C/PB5, SP:LB3, V5:PTo8, V5A:PBh2, NB:PTo4
Respire	NoR	respire	Power				red			[ACTION] (D) Inflict 1 damage on a vampire with capacity less than 6. If this action is successful, you may move 1 conviction [1 CONVICTION] from your hand or ash heap to this imbued. [ACTION] [1 CONVICTION] +1 stealth action. Add 1 blood to a vampire or 1 life to any other ally, not to exceed starting life.	NoR:C
Resplendent Protector	CE	resplendentprotector	Retainer	Toreador						Mortal with 1 life. The minion with this retainer may prevent 1 damage each combat.	Jyhad:R2, VTES:R, CE:R
Restoration	NB	restoration	Action				for			+1 stealth action. [for] This vampire gains 2 blood. [FOR] This vampire gains 3 blood.	Jyhad:C, VTES:C, Sabbat:C, SW:PV2, FN:PR3, CE:PV2, Anarchs:PAG/PG, KMW:PAn2, Third:C, NB:PV1
Restricted Vitae	KMW	restrictedvitae	Event							Gehenna. Do not replace until a vampire successfully hunts. Vampires cannot hunt unless forced to hunt. A vampire who must hunt may hunt by stealing a blood from a younger vampire as a (D) action instead of performing the usual hunt action.	Gehenna:R, KMW:PAn
Restructure	Third	restructure	Action				dem		1	[dem] (D) Put this card on any ally. This ally does not unlock as normal during his or her controller's unlock phase. His or her controller can burn a pool during his or her unlock phase to unlock this ally. [DEM] (D) Take control of an ally controlled by another Methuselah.	SW:R, Third:R
Resume the Coil	LotN	resumethecoil	Action				nec			+1 stealth action. [nec] Only usable by a vampire in torpor. Leave torpor. If this action is blocked, there is no combat and if the blocking minion can commit diablerie, they can diablerize this acting vampire. [NEC] Rescue a vampire from torpor.	LotN:R, POD:DTC
Resurrection	LoB	resurrection	Action				obe/val		1	+1 stealth action. Only usable if a retainer or ally has been burned from play since your last turn. [val] Move the retainer or ally card from your ash heap to your hand. [obe] Move the retainer card from its Methuselah's ash heap to this acting vampire, with life from the blood bank equal to its starting life. Use the normal version, if it requires a Discipline. [OBE] As [obe] above, but move the ally card instead. Put it in your ready region, unlocked.	BL:R1, LoB:R
Retain the Quick Blood	LotN	retainthequickblood	Action				cel & qui			+1 stealth action. [cel][qui] Put this card on this vampire. Blood this vampire spends to play cards requiring Celerity [cel] or Quietus [qui] can be put on this card instead of returning to the blood bank. During your unlock phase, you can move 1 blood from this card to this vampire. [CEL][QUI] As above, but you can move 2 blood.	LotN:R, POD:DTC
Retribution	Promo	retribution	Master							Master. Choose a minion who successfully bled you for more than 1 pool since your last turn. The chosen minion takes 3 unpreventable damage. A Methuselah can play only 1 Retribution in a game.	Promo-20050122
Return to Innocence, The	AH	returntoinnocencethe	Action						4	(D) Bleed. If you successfully bleed your prey for one or more, put this card on the acting vampire. Burn this card if this vampire loses any blood or goes to torpor, or if your prey is ousted. During your next unlock, this vampire is removed from the game and your prey burns X pool, where X is the capacity of this vampire.	AH:R2
Reunion Kamut	BH	reunionkamut	Action							+1 stealth action. Requires a Black Hand vampire. Move 2 blood from the blood bank to a Black Hand vampire in your uncontrolled region.	BH:C
Revelation of Desire	LotN	revelationofdesire	Action Modifier				ser			Only usable during a bleed action. [ser] +1 bleed (limited). [SER] Burn 1 of your corruption counters from a minion controlled by the target Methuselah to get +3 bleed against that Methuselah (limited).	Gehenna:C, LotN:PS3, POD:DTC
Revelation of Despair	LotN	revelationofdespair	Reaction				ser			Only usable if this vampire blocks, before block resolution. [ser] The acting minion burns 1 blood or life. [SER] Put 1 corruption counter on the acting minion. If the number of your corruption counters on the minion equals or exceeds their capacity or cost, you can burn those counters to steal the target minion.	KMW:C, LotN:PS3, POD:DTC
Revelation of Ecstasy	LotN	revelationofecstasy	Action				ser			+1 stealth action. [ser] (D) Lock a ready minion controlled by your prey. [SER] As above, and put 1 corruption counter on the target minion. If the number of your corruption counters on the minion equals or exceeds their capacity or cost, you can burn those counters to steal the target minion.	LotN:C/PS4, POD:DTC
Revelation of the Serpent	V5A	revelationoftheserpent	Action Modifier				pre & pro			Only usable during a bleed action. [pre][pro] +1 bleed (limited), or +1 stealth and +1 bleed (limited). [PRE][PRO] As above, and if the bleed is successful, this vampire can burn 2 of your corruption counters from a minion controlled by the target Methuselah to unlock.	V5A:PMin6
Revelation of the Sire	Tenth	revelationofthesire	Action						1	Requires a ready non-sterile vampire who is not Caitiff. Put this card on a younger Caitiff. The vampire with this card is now considered to be a member of the same clan as the acting vampire. He or she is no longer considered Caitiff. His or her capacity increases by 1.	AH:C2, Tenth:B
Revelation of Wrath	LotN	revelationofwrath	Combat				ser			Only usable at the end of a round of combat in which the opposing minion inflicted 2 or more damage or any aggravated damage (even if prevented). A vampire can play only one Revelation of Wrath each round. [ser] Put 1 corruption counter on the opposing minion. [SER] As above, and put 1 additional corruption counter if the opposing minion inflicted 3 or more damage or 2 or more aggravated damage this round.	KMW:R, LotN:PS, POD:DTC
Revelations	V5	revelations	Action				aus		1	+1 stealth action. [aus] (D) Look at your prey's hand and discard one card of your choice from it. [AUS] Put this card in play. Your prey plays with an open hand. Any minion can burn this card as a (D) action.	Sabbat:U, SW:U/PT, CE:PTr, BH:PTo2, Third:U, V5:PM4
Revenant	Third	revenant	Retainer	Tzimisce					1	Ghoul with 2 life. The minion with this retainer gets +1 intercept.	Sabbat:U, SW:PT, Third:U/PTz/SKTz1
Reversal of Fortunes	CE	reversaloffortunes	Political Action							Successful referendum means direction of play is reversed. Prey is still to the left, however.	Jyhad:V, VTES:V, CE:PM
Revocation of Tyre	Tenth	revocationoftyre	Political Action							Successful referendum means this card is put in play and each Banu Haqim can choose to become Camarilla. As any Banu Haqim enters play, they can choose to become Camarilla.	AH:V3, Tenth:A, POD:DTC
Revolutionary Council	TR	revolutionarycouncil	Political Action							Requires a baron. Choose X, then choose X ready unlocked anarchs you control and allocate 2X points among one or more Methuselahs, locations, and equipment. Successful referendum means each chosen anarch is locked, each Methuselah burns 1 pool for each point assigned, and each location or equipment assigned a point is burned.	TR:C
Rewilding	V5A	rewilding	Action	Gangrel						(D) Burn a location and burn 2 pool from its controller.	TU:C/A2, V5A:PG1
Rewind Time	LoB	rewindtime	Reaction				tem/pre		2	[pre] Reduce a bleed against you by 1. [tem] Cancel an action card as it is played (the acting minion is not locked). [TEM] Usable by a ready, unlocked vampire even though there is no action. Cancel a non-out-of-turn master card as it is played during any other Methuselah's master phase (no cost is paid). The Methuselah who played that card gains another master phase action.	BL:R2, LoB:R
Riddle Phantastique	LoB	riddlephantastique	Action	Kiasyd					2	(D) Put this card on an ally or younger vampire who is not Malkavian or Malkavian antitribu. Put X riddle counters on this card, where X is half the capacity of the acting vampire (round down). The minion with this card burns 1 riddle counter instead of unlocking during his or her unlock phase. Burn this card when it has no counters. You may not play this card if another Riddle Phantastique is in play.	BL:C1, LoB:R
Righteous Aura	LK	righteousaura	Combat	Salubri antitribu						Only usable if this vampire is ready and the opposing minion is not. Put this card on this vampire. This vampire gets +2 bleed. Burn this card if this vampire is about to leave the ready region. A vampire can have only one Righteous Aura.	LK:2
Rigor Mortis	LoB	rigormortis	Combat				thn/pre		1	Only usable before range is determined. A minion can play only one Rigor Mortis each round. [pre] The opposing minion cannot use any additional strikes this round. [thn] As [pre] above, with an optional press. [THN] As [thn] above, and once each round this combat, you may cancel a maneuver used by the opposing minion.	BL:C2, LoB:C
Riposte	LoB	riposte	Combat				cel		1	Not usable on the first round of combat. [cel] Strike: combat ends, and inflict 1 damage to the opposing minion once combat ends if the range is close (damage not preventable). [CEL] As above, but inflict 2 damage.	DS:C3, CE:PTo, LoB:PO
Rise of the Fallen	Promo	riseofthefallen	Action							+1 stealth action. Requires an infernal minion. Unique. Put this card in play. Your prey burns 1 pool after resolution of each action during which you have burned corruption counters. Any Methuselah can burn a vampire they control with any corruption counters during their unlock phase to burn this card.	Promo-20150221, TU:A1/B1
Rise of the Nephtali	Gehenna	riseofthenephtali	Event							Gehenna. Do not replace until a vampire becomes a Liaison. Requires at least one other Gehenna card in play. Any Independent vampire may take an action to become liaison. Liaison is a unique Independent title worth 4 votes. If this title would be contested with a younger vampire, the younger vampire immediately yields instead of contesting.	Gehenna:R
